"DhDRAvaMx328PsIHDWIR","BJIT_Rifat","2","154","788877001900001","788877002900001","4","1","0"
"DhDRAvaMx328PsIHDWIR","BJIT_Rifat","3","624","788877001900002","788877002900002","5","1","0"
"DhDRAvaMx328PsIHDWIR","BJIT_Rifat","3","1932","788877001900003","788877002900003","3","1","0"
"DhDRAvaMx328PsIHDWIR","BJIT_Rifat","1","17","788877001900004","788877002900004","4","1","0"
"DhDRAvaMx328PsIHDWIR","BJIT_Rifat","1","629","788877001900005","788877002900005","4","1","0"
"DhDRAvaMx328PsIHDWIR","BJIT_Rifat","2","309","788877001900006","788877002900006","5","1","0"
"DhDRAvaMx328PsIHDWIR","BJIT_Rifat","2","816","788877001900007","788877002900007","2","1","0"
"DhDRAvaMx328PsIHDWIR","BJIT_Rifat","3","647","788877001900008","788877002900008","4","1","0"
"DhDRAvaMx328PsIHDWIR","BJIT_Rifat","1","53","788877001900009","788877002900009","3","1","0"
"DhDRAvaMx328PsIHDWIR","BJIT_Rifat","3","745","788877001900010","788877002900010","2","1","0"
"DhDRAvaMx328PsIHDWIR","BJIT_Rifat","3","1239","788877001900011","788877002900011","1","1","0"
"DhDRAvaMx328PsIHDWIR","BJIT_Rifat","3","1823","788877001900012","788877002900012","1","1","0"
"DhDRAvaMx328PsIHDWIR","BJIT_Rifat","2","1757","788877001900013","788877002900013","4","1","0"
"DhDRAvaMx328PsIHDWIR","BJIT_Rifat","2","1393","788877001900014","788877002900014","2","1","0"
"DhDRAvaMx328PsIHDWIR","BJIT_Rifat","2","1228","788877001900015","788877002900015","5","1","0"
"DhDRAvaMx328PsIHDWIR","BJIT_Rifat","1","1797","788877001900016","788877002900016","3","1","0"
"DhDRAvaMx328PsIHDWIR","BJIT_Rifat","2","1922","788877001900017","788877002900017","4","1","0"
"DhDRAvaMx328PsIHDWIR","BJIT_Rifat","3","1157","788877001900018","788877002900018","2","1","0"
"DhDRAvaMx328PsIHDWIR","BJIT_Rifat","1","126","788877001900019","788877002900019","5","1","0"
"DhDRAvaMx328PsIHDWIR","BJIT_Rifat","2","435","788877001900020","788877002900020","3","1","0"
"DhDRAvaMx328PsIHDWIR","BJIT_Rifat","1","1082","788877001900021","788877002900021","2","1","0"
"DhDRAvaMx328PsIHDWIR","BJIT_Rifat","3","802","788877001900022","788877002900022","1","1","0"
